intent,question,status,reason,response_text,error
ask_company_tier_info (15 variations),Is [Amazon](company) a tier 1 firm?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),[HCL](company) tier meaning,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tier_info (15 variations),tier details [Oracle](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),What is a Tier-1 company?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),explain company tiers,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),difference between tier 1 and tier 3,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),what does tier 2 mean?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),company tier classification,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_company_tiers_explained (6 variations),tier system explained,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_comparison_templates (5 variations),Compare Amazon and Google packages.,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_comparison_templates (5 variations),Which is better: Amazon or Microsoft?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_comparison_templates (5 variations),Which company has a higher average package: Flipkart or Walmart?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_comparison_templates (5 variations),Which company has easier eligibility: Amazon or Flipkart?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_comparison_templates (5 variations),Which company has more interview rounds?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which Tier 1 companies offer more than 20 LPA and require CGPA above 8?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies have high hiring intensity but fewer interview rounds?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies offer high salary but allow backlogs?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies require strong DSA and System Design preparation?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies are best for CSE students with 7 CGPA?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies offer the best package with the lowest CGPA requirement?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies have high packages and short interview processes?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_complex_templates (8 variations),Which companies require the most preparation topics?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),number of product based companies,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),count companies for CS students,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),how many companies hire IT branch,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),total companies above 15 LPA,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),how many companies for 7.5 cgpa,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),count of companies accepting 6 cgpa,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),total count of companies,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),how many firms are recruiting,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),number of companies with high salary,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),total count of backlog accepting companies,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),number of companies open to backlogs,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),how many companies take students with backlogs,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_count_companies (13 variations),count of companies permitting backlogs,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_decision_templates (4 variations),Should I focus on Amazon or Microsoft?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_decision_templates (4 variations),Which company is easier to crack?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_decision_templates (4 variations),Which company gives the best salary vs difficulty ratio?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_decision_templates (4 variations),Which company has the best chance of selection?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_strategy_templates (4 variations),Can I apply for Amazon with 7.5 CGPA and 1 backlog?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_strategy_templates (4 variations),Which companies can I apply to with 7 CGPA?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_strategy_templates (4 variations),Which companies are best for students with low CGPA?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_strategy_templates (4 variations),Which companies are easiest to get into?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),What is the eligibility criteria for [Amazon](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),What are the requirements for [Infosys](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),What qualifications are needed for [TCS](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),What do I need to apply to [Zoho](company)?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),Can I apply to [Wipro](company) with my profile?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),full eligibility for [Adobe](company),request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),[Accenture](company) who is eligible,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_eligibility_summary (8 variations),what does [IBM](company) look for?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Can you explain my salary prediction?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Why is my placement probability low?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Why is my predicted salary high?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Can I improve my placement chances?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),How can I increase my expected salary?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Why am I fit for these companies?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),What factors affect my salary prediction?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Explain my job role prediction,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),How did you calculate my probability?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),What makes me likely or unlikely for placement?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),How does my profile impact my salary?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_explanation (12 variations),Why was I assigned this role?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_filter_templates (4 variations),Show companies with CGPA requirement below 7.5,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_filter_templates (4 variations),Show companies with max package above 25 LPA,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_filter_templates (4 variations),Show companies with hiring intensity above 10,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_filter_templates (4 variations),Show companies that allow backlogs,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),hr interview question,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),how to answer hr questions,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),what are common hr rounds?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),tell me about hr interviews,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),general hr tips,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),common behavioral questions,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),how to prepare for hr round,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),hr interview preparation,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),sample hr questions,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_hr_question (10 variations),how to handle managerial round?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),How to prepare for placements?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),placement preparation tips,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),what should I study?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),how to crack placements?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),preparation strategy,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_general_preparation (6 variations),how to get placed,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_hiring_intensity_templates (4 variations),Which companies are hiring the most students?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
ask_hiring_intensity_templates (4 variations),Which company has the highest hiring intensity?,request_error,request failed,,"HTTPConnectionPool(host='your-rasa-host', port=5005): Max retries exceeded with url: /webhooks/rest/webhook (Caused by NameResolutionError(""HTTPConnection(host='your-rasa-host', port=5005): Failed to resolve 'your-rasa-host' ([Errno 11001] getaddrinfo failed)""))"
