intent,question,normalized_question,status,reason,response_text,http_status,error
ask_multi_factor (12 variations),Give full information about [Accenture](company),Give full information about Accenture,answered,dry-run,,0,
ask_multi_factor (12 variations),Everything I need to know about [Capgemini](company) placement,Everything I need to know about Capgemini placement,answered,dry-run,,0,
ask_multi_factor (12 variations),All placement details for [HCL](company),All placement details for HCL,answered,dry-run,,0,
ask_multi_factor (12 variations),What is [Oracle](company) salary and eligibility and difficulty?,What is Oracle salary and eligibility and difficulty?,answered,dry-run,,0,
ask_multi_factor (12 variations),Show complete profile of [Cognizant](company),Show complete profile of Cognizant,answered,dry-run,,0,
ask_placement_advice (12 variations),Should I target high paying companies?,Should I target high paying companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),Am I likely to get into top tech companies?,Am I likely to get into top tech companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),"Based on my prediction, should I focus on product companies or service companies?","Based on my prediction, should I focus on product companies or service companies?",answered,dry-run,,0,
ask_placement_advice (12 variations),Should I expect a high salary offer?,Should I expect a high salary offer?,answered,dry-run,,0,
ask_placement_advice (12 variations),What kind of companies should I prepare for?,What kind of companies should I prepare for?,answered,dry-run,,0,
ask_placement_advice (12 variations),Is my profile suitable for FAANG companies?,Is my profile suitable for FAANG companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),Should I focus on startups or established companies?,Should I focus on startups or established companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),Am I competitive enough for premium companies?,Am I competitive enough for premium companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),What should be my target salary?,What should be my target salary?,answered,dry-run,,0,
ask_placement_advice (12 variations),Which tier companies should I apply to?,Which tier companies should I apply to?,answered,dry-run,,0,
ask_placement_advice (12 variations),Will I get tier-1 companies?,Will I get tier-1 companies?,answered,dry-run,,0,
ask_placement_advice (12 variations),Should I be optimistic about my chances?,Should I be optimistic about my chances?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What are my placement chances and expected salary?,What are my placement chances and expected salary?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),Can you tell me my predicted role and salary?,Can you tell me my predicted role and salary?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What companies should I apply to and what salary can I expect?,What companies should I apply to and what salary can I expect?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What are my chances of getting placed and which companies should I target?,What are my chances of getting placed and which companies should I target?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What job role and salary is predicted for me?,What job role and salary is predicted for me?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What is my placement probability and expected salary range?,What is my placement probability and expected salary range?,answered,dry-run,,0,
ask_placement_and_salary (10 variations),Tell me about my placement and salary together,Tell me about my placement and salary together,answered,dry-run,,0,
ask_placement_and_salary (10 variations),My placement status and predicted salary,My placement status and predicted salary,answered,dry-run,,0,
ask_placement_and_salary (10 variations),Get my full placement prediction including salary,Get my full placement prediction including salary,answered,dry-run,,0,
ask_placement_and_salary (10 variations),What will I earn and where will I work?,What will I earn and where will I work?,answered,dry-run,,0,
ask_placement_rules (6 variations),What are the placement rules?,What are the placement rules?,answered,dry-run,,0,
ask_placement_rules (6 variations),college placement policy,college placement policy,answered,dry-run,,0,
ask_placement_rules (6 variations),placement guidelines,placement guidelines,answered,dry-run,,0,
ask_placement_rules (6 variations),rules for placements,rules for placements,answered,dry-run,,0,
ask_placement_rules (6 variations),placement regulations,placement regulations,answered,dry-run,,0,
ask_placement_rules (6 variations),tell me placement rules,tell me placement rules,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What DSA topics should I prepare for Amazon?,What DSA topics should I prepare for Amazon?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),Which DSA topics are required for Google?,Which DSA topics are required for Google?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What DSA topics should I focus on?,What DSA topics should I focus on?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What system design topics should I study?,What system design topics should I study?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),Which companies ask system design questions?,Which companies ask system design questions?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What OOPS topics should I prepare for interviews?,What OOPS topics should I prepare for interviews?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What DBMS topics should I prepare?,What DBMS topics should I prepare?,answered,dry-run,,0,
ask_prep_topics_by_area (8 variations),What HR questions are asked by companies?,What HR questions are asked by companies?,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),What should I prepare for [Google](company)?,What should I prepare for Google?,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Amazon](company) preparation topics,Amazon preparation topics,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),How to prepare for [TCS](company) interview?,How to prepare for TCS interview?,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Microsoft](company) roadmap,Microsoft roadmap,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),preparation for [IBM](company),preparation for IBM,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Google](company) preparation,Google preparation,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),prep for [Amazon](company),prep for Amazon,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[TCS](company) topics,TCS topics,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),what to study for [IBM](company),what to study for IBM,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Wipro](company) interview preparation,Wipro interview preparation,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Infosys](company) prep topics,Infosys prep topics,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Accenture](company) preparation roadmap,Accenture preparation roadmap,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),topics for [Oracle](company),topics for Oracle,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Flipkart](company) what to prepare,Flipkart what to prepare,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),preparation guide [Swiggy](company),preparation guide Swiggy,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Zoho](company) study topics,Zoho study topics,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Razorpay](company) preparation,Razorpay preparation,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),prep roadmap [Netflix](company),prep roadmap Netflix,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),[Uber](company) topics,Uber topics,answered,dry-run,,0,
ask_preparation_roadmap (20 variations),what should I study for [LinkedIn](company),what should I study for LinkedIn,answered,dry-run,,0,
ask_ranking_templates (3 variations),Rank companies by average package,Rank companies by average package,answered,dry-run,,0,
ask_ranking_templates (3 variations),Rank companies by hiring intensity,Rank companies by hiring intensity,answered,dry-run,,0,
ask_ranking_templates (3 variations),Rank companies by CGPA requirement,Rank companies by CGPA requirement,answered,dry-run,,0,
ask_realistic_placement (14 variations),Will I get placed this year?,Will I get placed this year?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Can I get a 10 LPA package?,Can I get a 10 LPA package?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Which companies can I realistically get into?,Which companies can I realistically get into?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Is my profile good for product companies?,Is my profile good for product companies?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Do I have a chance of getting a high package?,Do I have a chance of getting a high package?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Will anyone hire me?,Will anyone hire me?,answered,dry-run,,0,
ask_realistic_placement (14 variations),What's my realistic job market value?,What's my realistic job market value?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Can I beat the average?,Can I beat the average?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Do I have decent placement chances?,Do I have decent placement chances?,answered,dry-run,,0,
ask_realistic_placement (14 variations),What companies won't reject me?,What companies won't reject me?,answered,dry-run,,0,
ask_realistic_placement (14 variations),"Realistically, what can I expect?","Realistically, what can I expect?",answered,dry-run,,0,
ask_realistic_placement (14 variations),Am I in the safe zone for placements?,Am I in the safe zone for placements?,answered,dry-run,,0,
ask_realistic_placement (14 variations),What is a realistic salary for me?,What is a realistic salary for me?,answered,dry-run,,0,
ask_realistic_placement (14 variations),Will I get any good offers?,Will I get any good offers?,answered,dry-run,,0,
ask_recommendation_templates (5 variations),Which companies should I target?,Which companies should I target?,answered,dry-run,,0,
ask_recommendation_templates (5 variations),Which companies are best for high salary?,Which companies are best for high salary?,answered,dry-run,,0,
ask_recommendation_templates (5 variations),Which companies have easier selection?,Which companies have easier selection?,answered,dry-run,,0,
ask_recommendation_templates (5 variations),Which companies have fewer interview rounds?,Which companies have fewer interview rounds?,answered,dry-run,,0,
ask_recommendation_templates (5 variations),Which companies have high hiring intensity?,Which companies have high hiring intensity?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which companies should I apply to?,Which companies should I apply to?,answered,dry-run,,0,
ask_recommended_companies (14 variations),What companies are recommended for me?,What companies are recommended for me?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which recruiters match my profile?,Which recruiters match my profile?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which companies are most suitable for me?,Which companies are most suitable for me?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Where should I apply for placements?,Where should I apply for placements?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which companies might hire me?,Which companies might hire me?,answered,dry-run,,0,
ask_recommended_companies (14 variations),What companies can I get into?,What companies can I get into?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which companies should I target?,Which companies should I target?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Companies I should focus on,Companies I should focus on,answered,dry-run,,0,
ask_recommended_companies (14 variations),My matching companies,My matching companies,answered,dry-run,,0,
ask_recommended_companies (14 variations),Which companies will likely hire me?,Which companies will likely hire me?,answered,dry-run,,0,
ask_recommended_companies (14 variations),Best companies for my profile,Best companies for my profile,answered,dry-run,,0,
ask_recommended_companies (14 variations),Companies that fit my profile,Companies that fit my profile,answered,dry-run,,0,
ask_recommended_companies (14 variations),Where would I be a good fit?,Where would I be a good fit?,answered,dry-run,,0,
ask_required_skills (7 variations),What skills are required for Amazon?,What skills are required for Amazon?,answered,dry-run,,0,
ask_required_skills (7 variations),What skills are required for Google?,What skills are required for Google?,answered,dry-run,,0,
ask_required_skills (7 variations),Which companies require Python?,Which companies require Python?,answered,dry-run,,0,
ask_required_skills (7 variations),Which companies require Data Structures?,Which companies require Data Structures?,answered,dry-run,,0,
ask_required_skills (7 variations),Which companies require Machine Learning?,Which companies require Machine Learning?,answered,dry-run,,0,
ask_required_skills (7 variations),What skills should I learn to get into Microsoft?,What skills should I learn to get into Microsoft?,answered,dry-run,,0,
ask_required_skills (7 variations),Which companies require strong DSA?,Which companies require strong DSA?,answered,dry-run,,0,
ask_round_duration (4 variations),How long is Round 1 of Amazon?,How long is Round 1 of Amazon?,answered,dry-run,,0,
ask_round_duration (4 variations),What is the duration of the Google coding round?,What is the duration of the Google coding round?,answered,dry-run,,0,
ask_round_duration (4 variations),Which companies have the longest interviews?,Which companies have the longest interviews?,answered,dry-run,,0,
ask_round_duration (4 variations),Which companies have the shortest interview rounds?,Which companies have the shortest interview rounds?,answered,dry-run,,0,
ask_salary_comparison (10 variations),Is it more likely that I will get above 5 LPA or above 10 LPA?,Is it more likely that I will get above 5 LPA or above 10 LPA?,answered,dry-run,,0,
ask_salary_comparison (10 variations),What is the difference between my minimum and maximum salary prediction?,What is the difference between my minimum and maximum salary prediction?,answered,dry-run,,0,
ask_salary_comparison (10 variations),Is my probability higher for 5 LPA or 15 LPA?,Is my probability higher for 5 LPA or 15 LPA?,answered,dry-run,,0,
ask_salary_comparison (10 variations),Which salary bracket am I most likely to fall into?,Which salary bracket am I most likely to fall into?,answered,dry-run,,0,
ask_salary_comparison (10 variations),How much higher is my max salary compared to min?,How much higher is my max salary compared to min?,answered,dry-run,,0,
ask_salary_comparison (10 variations),What's the spread between my minimum and maximum salary?,What's the spread between my minimum and maximum salary?,answered,dry-run,,0,
ask_salary_comparison (10 variations),Compare my minimum and maximum salary,Compare my minimum and maximum salary,answered,dry-run,,0,
ask_salary_comparison (10 variations),Am I more likely to get 10 LPA or 20 LPA?,Am I more likely to get 10 LPA or 20 LPA?,answered,dry-run,,0,
ask_salary_comparison (10 variations),Which salary level is more probable for me?,Which salary level is more probable for me?,answered,dry-run,,0,
ask_salary_comparison (10 variations),What's more realistic for me: 5 LPA or 10 LPA?,What's more realistic for me: 5 LPA or 10 LPA?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Which company is harder but offers higher salary: [Amazon](company) or [Google](company)?,Which company is harder but offers higher salary: Amazon or Google?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Compare salary vs difficulty of [Infosys](company) and [TCS](company),Compare salary vs difficulty of Infosys and TCS,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Is [Adobe](company) worth preparing for compared to [Microsoft](company)?,Is Adobe worth preparing for compared to Microsoft?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Which company gives better salary and is easier: [Infosys](company) or [TCS](company)?,Which company gives better salary and is easier: Infosys or TCS?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Is [Amazon](company) worth the effort compared to [Wipro](company)?,Is Amazon worth the effort compared to Wipro?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Compare the difficulty and pay of [Google](company) and [Accenture](company),Compare the difficulty and pay of Google and Accenture,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Is it worth applying to [Microsoft](company) over [HCL](company) in terms of salary vs effort?,Is it worth applying to Microsoft over HCL in terms of salary vs effort?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Which offers better return on effort: [Capgemini](company) or [Infosys](company)?,Which offers better return on effort: Capgemini or Infosys?,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Salary vs difficulty [TCS](company) vs [Amazon](company),Salary vs difficulty TCS vs Amazon,answered,dry-run,,0,
ask_salary_difficulty (10 variations),Is the difficulty of [Google](company) worth the salary compared to [Wipro](company)?,Is the difficulty of Google worth the salary compared to Wipro?,answered,dry-run,,0,
ask_salary_hiring_templates (3 variations),Which companies offer high salary and high hiring?,Which companies offer high salary and high hiring?,answered,dry-run,,0,
ask_salary_hiring_templates (3 variations),Which companies offer good packages but hire many students?,Which companies offer good packages but hire many students?,answered,dry-run,,0,
ask_salary_hiring_templates (3 variations),Which companies offer high salary but low hiring?,Which companies offer high salary but low hiring?,answered,dry-run,,0,
ask_salary_range (18 variations),What is my salary range?,What is my salary range?,answered,dry-run,,0,
ask_salary_range (18 variations),What salary range can I expect?,What salary range can I expect?,answered,dry-run,,0,
ask_salary_range (18 variations),What is the minimum salary I can get?,What is the minimum salary I can get?,answered,dry-run,,0,
ask_salary_range (18 variations),What is the maximum salary I can get?,What is the maximum salary I can get?,answered,dry-run,,0,
ask_salary_range (18 variations),What is my mid-range salary prediction?,What is my mid-range salary prediction?,answered,dry-run,,0,
ask_salary_range (18 variations),Between what salary do I fall?,Between what salary do I fall?,answered,dry-run,,0,
ask_salary_range (18 variations),What is the lowest and highest salary predicted for me?,What is the lowest and highest salary predicted for me?,answered,dry-run,,0,
ask_salary_range (18 variations),Show my salary range,Show my salary range,answered,dry-run,,0,
ask_salary_range (18 variations),My minimum and maximum salary,My minimum and maximum salary,answered,dry-run,,0,
ask_salary_range (18 variations),Salary boundaries for me,Salary boundaries for me,answered,dry-run,,0,
ask_salary_range (18 variations),What's the lowest I can get paid?,What's the lowest I can get paid?,answered,dry-run,,0,
ask_salary_range (18 variations),What's the highest I can get paid?,What's the highest I can get paid?,answered,dry-run,,0,
ask_salary_range (18 variations),Can you show my expected salary range?,Can you show my expected salary range?,answered,dry-run,,0,
ask_salary_range (18 variations),What bracket of salary am I in?,What bracket of salary am I in?,answered,dry-run,,0,
ask_salary_range (18 variations),What is the salary range predicted for me?,What is the salary range predicted for me?,answered,dry-run,,0,
ask_salary_range (18 variations),What's the salary range between min and max?,What's the salary range between min and max?,answered,dry-run,,0,
ask_salary_range (18 variations),Between what salary range can I expect offers?,Between what salary range can I expect offers?,answered,dry-run,,0,
ask_salary_range (18 variations),Can you show my expected salary range?,Can you show my expected salary range?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What is the probability that I will get more than 5 LPA?,What is the probability that I will get more than 5 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What are my chances of getting above 10 LPA?,What are my chances of getting above 10 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What is the probability that I get a package above 20 LPA?,What is the probability that I get a package above 20 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What are the chances of getting a salary higher than 15 LPA?,What are the chances of getting a salary higher than 15 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),How likely am I to get more than 2 LPA?,How likely am I to get more than 2 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What is my probability of getting above 25 LPA?,What is my probability of getting above 25 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Do I have a chance of getting above 30 LPA?,Do I have a chance of getting above 30 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What are my chances of a 40 LPA package?,What are my chances of a 40 LPA package?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Can I get a 10 LPA package?,Can I get a 10 LPA package?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Do I have chances for a 15 LPA offer?,Do I have chances for a 15 LPA offer?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Am I likely to get a high paying job?,Am I likely to get a high paying job?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What's the chance I get above 5 LPA?,What's the chance I get above 5 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Probability of earning more than 20 LPA,Probability of earning more than 20 LPA,answered,dry-run,,0,
ask_salary_threshold (22 variations),Will I get above average salary?,Will I get above average salary?,answered,dry-run,,0,
ask_salary_threshold (22 variations),My chances of crossing 15 LPA,My chances of crossing 15 LPA,answered,dry-run,,0,
ask_salary_threshold (22 variations),Can I climb to 25 LPA?,Can I climb to 25 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What are my chances of getting a package higher than 20 LPA?,What are my chances of getting a package higher than 20 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Can I expect more than 30 LPA?,Can I expect more than 30 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What's the likelihood of getting 15 LPA+?,What's the likelihood of getting 15 LPA+?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Will I get a high salary?,Will I get a high salary?,answered,dry-run,,0,
ask_salary_threshold (22 variations),Is there a chance for 40 LPA?,Is there a chance for 40 LPA?,answered,dry-run,,0,
ask_salary_threshold (22 variations),What's the probability of 25 LPA or more?,What's the probability of 25 LPA or more?,answered,dry-run,,0,
ask_strategy_templates (4 variations),How should I prepare for Amazon?,How should I prepare for Amazon?,answered,dry-run,,0,
ask_strategy_templates (4 variations),What should I study for Google interviews?,What should I study for Google interviews?,answered,dry-run,,0,
ask_strategy_templates (4 variations),What topics are most important for Microsoft?,What topics are most important for Microsoft?,answered,dry-run,,0,
ask_strategy_templates (4 variations),What preparation is required for Flipkart?,What preparation is required for Flipkart?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What should I improve?,What should I improve?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),Areas to improve in my profile,Areas to improve in my profile,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What are my weak areas?,What are my weak areas?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),Where do I need to improve?,Where do I need to improve?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What skills should I develop?,What skills should I develop?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What should I work on?,What should I work on?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),My improvement areas,My improvement areas,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),Skills to develop,Skills to develop,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),How can I improve my chances?,How can I improve my chances?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What should I focus on?,What should I focus on?,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),My skill gaps,My skill gaps,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),Weaknesses in my profile,Weaknesses in my profile,answered,dry-run,,0,
ask_student_areas_to_improve (13 variations),What do I need to learn?,What do I need to learn?,answered,dry-run,,0,
ask_student_company_fit (14 variations),How well do I fit with [Google](company)?,How well do I fit with Google?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Am I a good fit for [Amazon](company)?,Am I a good fit for Amazon?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Do I match [Microsoft](company) requirements?,Do I match Microsoft requirements?,answered,dry-run,,0,
ask_student_company_fit (14 variations),What's my fit with [TCS](company)?,What's my fit with TCS?,answered,dry-run,,0,
ask_student_company_fit (14 variations),How suitable am I for [Infosys](company)?,How suitable am I for Infosys?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Am I compatible with [Adobe](company)?,Am I compatible with Adobe?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Check my fit with [Accenture](company)?,Check my fit with Accenture?,answered,dry-run,,0,
ask_student_company_fit (14 variations),My compatibility with [Zoho](company),My compatibility with Zoho,answered,dry-run,,0,
ask_student_company_fit (14 variations),How well do I match [Wipro](company)?,How well do I match Wipro?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Fit analysis with [Flipkart](company),Fit analysis with Flipkart,answered,dry-run,,0,
ask_student_company_fit (14 variations),My profile fit for [Oracle](company),My profile fit for Oracle,answered,dry-run,,0,
ask_student_company_fit (14 variations),Suitability for [IBM](company),Suitability for IBM,answered,dry-run,,0,
ask_student_company_fit (14 variations),Am I a match for [HCL](company)?,Am I a match for HCL?,answered,dry-run,,0,
ask_student_company_fit (14 variations),Profile compatibility with [Cognizant](company),Profile compatibility with Cognizant,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What is my placement probability?,What is my placement probability?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What are my placement chances?,What are my placement chances?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Check my placement probability,Check my placement probability,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Will I get placed?,Will I get placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What's my chance of getting placed?,What's my chance of getting placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Show my placement stats,Show my placement stats,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Calculate my placement probability,Calculate my placement probability,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What's the probability I'll get placed?,What's the probability I'll get placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What is my placement likelihood?,What is my placement likelihood?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Tell me my placement probability,Tell me my placement probability,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Get my placement prediction,Get my placement prediction,answered,dry-run,,0,
ask_student_placement_probability (23 variations),My placement chances,My placement chances,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Will I be placed?,Will I be placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What is the difference between my minimum and maximum salary prediction?,What is the difference between my minimum and maximum salary prediction?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What are the chances that I will get placed?,What are the chances that I will get placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),How likely am I to get a placement?,How likely am I to get a placement?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Can you tell me my chances of getting placed?,Can you tell me my chances of getting placed?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What percentage chance do I have of getting a job?,What percentage chance do I have of getting a job?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),Am I likely to get placed this year?,Am I likely to get placed this year?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),"Based on my profile, what is my placement probability?","Based on my profile, what is my placement probability?",answered,dry-run,,0,
ask_student_placement_probability (23 variations),What is my predicted chance of placement?,What is my predicted chance of placement?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),How confident is the model about my placement?,How confident is the model about my placement?,answered,dry-run,,0,
ask_student_placement_probability (23 variations),What are my job chances?,What are my job chances?,answered,dry-run,,0,
ask_student_placement_status (14 variations),What is my placement status?,What is my placement status?,answered,dry-run,,0,
ask_student_placement_status (14 variations),Should I target high paying companies?,Should I target high paying companies?,answered,dry-run,,0,
ask_student_placement_status (14 variations),Am I likely to get placed?,Am I likely to get placed?,answered,dry-run,,0,
ask_student_placement_status (14 variations),What's my placement status?,What's my placement status?,answered,dry-run,,0,
ask_student_placement_status (14 variations),Check my status,Check my status,answered,dry-run,,0,
ask_student_placement_status (14 variations),Is my profile good for placements?,Is my profile good for placements?,answered,dry-run,,0,
ask_student_placement_status (14 variations),What is my placement readiness?,What is my placement readiness?,answered,dry-run,,0,
ask_student_placement_status (14 variations),Will my profile get selected?,Will my profile get selected?,answered,dry-run,,0,
ask_student_placement_status (14 variations),Status of my placement chances,Status of my placement chances,answered,dry-run,,0,
ask_student_placement_status (14 variations),My placement likelihood,My placement likelihood,answered,dry-run,,0,
ask_student_placement_status (14 variations),Get my placement assessment,Get my placement assessment,answered,dry-run,,0,
ask_student_placement_status (14 variations),Evaluate my placement prospects,Evaluate my placement prospects,answered,dry-run,,0,
ask_student_placement_status (14 variations),will i get a job?,will i get a job?,answered,dry-run,,0,
ask_student_placement_status (14 variations),chances of my placement,chances of my placement,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which company am I likely to get?,Which company am I likely to get?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),What companies should I target?,What companies should I target?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Predict my company,Predict my company,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which companies are best for me?,Which companies are best for me?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),What company matches my profile?,What company matches my profile?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which company will I likely get?,Which company will I likely get?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Show my matching companies,Show my matching companies,answered,dry-run,,0,
ask_student_predicted_company (19 variations),What companies fit my profile?,What companies fit my profile?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Recommended companies for me,Recommended companies for me,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which companies should I focus on?,Which companies should I focus on?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),My ideal companies,My ideal companies,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Companies that will hire me,Companies that will hire me,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which companies should I apply to?,Which companies should I apply to?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),What companies are recommended for me?,What companies are recommended for me?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which recruiters match my profile?,Which recruiters match my profile?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which companies are most suitable for me?,Which companies are most suitable for me?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Where should I apply for placements?,Where should I apply for placements?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),Which companies might hire me?,Which companies might hire me?,answered,dry-run,,0,
ask_student_predicted_company (19 variations),What companies can I get into?,What companies can I get into?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What job role will I get?,What job role will I get?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What role am I likely to get?,What role am I likely to get?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),Predict my job role,Predict my job role,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What position can I get?,What position can I get?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What role suits me?,What role suits me?,answered,dry-run,,0,
